id,price_doc
30474,5192092.307188238
30475,8625894.713059945
30476,5200833.817362466
30477,5788785.405119706
30478,5409578.152440459
30479,9626746.743117744
30480,4470311.564983941
30481,4424759.015739469
30482,5014223.630015292
30483,5055127.255264678
30484,6737742.248211483
30485,5156767.775345161
30486,3820676.2219146127
30487,4427364.467527393
30488,6690842.203565747
30489,6156423.992913707
30490,21586059.713924944
30491,19578725.815979674
30492,5959854.927411087
30493,13816970.006626276
30494,7310112.669289725
30495,8735380.197763823
30496,8337718.619924754
30497,8157905.3107968755
30498,4448974.404890769
30499,6155486.862589598
30500,11759550.61869982
30501,6856515.051506909
30502,3348446.0033313353
30503,5650992.863667914
30504,5429190.761148692
30505,10660751.55959572
30506,3039327.643504898
30507,5160387.094624484
30508,5829659.774302124
30509,7724082.168535285
30510,9793934.199310083
30511,5398266.076163351
30512,5344485.664839319
30513,4494459.043293057
30514,3489057.5228270483
30515,10218733.357957378
30516,6251476.099762607
30517,10997308.554331537
30518,7571764.335211372
30519,4640038.939579594
30520,6738111.565643789
30521,4954482.927172747
30522,7440465.749503216
30523,6143516.811286042
30524,9553660.198896931
30525,9514839.473227128
30526,5243361.738374661
30527,5174545.024955564
30528,6786145.65832319
30529,6505297.89041729
30530,6506033.198865036
30531,14371097.891855542
30532,4881130.178813506
30533,10086747.596905371
30534,7165807.452273454
30535,9978474.717773298
30536,5728844.405030842
30537,10866298.58763052
30538,4585765.36796173
30539,8246825.138214547
30540,10088170.10650837
30541,4911026.834259118
30542,2298078.067139051
30543,5521341.4070995785
30544,6340850.371415689
30545,8223254.755009298
30546,4273676.714910189
30547,8783476.76554019
30548,4640470.856780422
30549,5348654.969682186
30550,10740448.889145574
30551,5270651.555821223
30552,2125341.150785616
30553,7537080.518836861
30554,8396013.964669531
30555,6467608.409034475
30556,9449213.829650141
30557,6531127.602906773
30558,8947725.015291268
30559,6182130.721974587
30560,5607682.6802615775
30561,6975912.805603886
30562,12880183.507974567
30563,4447030.775530507
30564,6999544.938865084
30565,6961691.35432375
30566,7660261.402106035
30567,2283895.4132164707
30568,9466040.346147344
30569,9520243.713562218
30570,6564578.610120791
30571,7818356.164777136
30572,5257351.217179928
30573,6501843.9778986
30574,5976768.625993383
30575,7562060.2898512
30576,4943563.197579614
30577,3618345.8575299005
30578,3025198.4963430804
30579,7135257.272966103
30580,3911531.6519989343
30581,5407386.859647743
30582,12218792.163785232
30583,7427602.56206675
30584,4145586.620611102
30585,2685453.320340825
30586,9015259.98024573
30587,5829214.083034663
30588,7667305.404142792
30589,6959955.554304138
30590,10726503.391243378
30591,5041990.742516307
30592,6440010.085786969
30593,8198368.554162584
30594,6548245.8706271155
30595,4981811.868783339
30596,7221668.033205663
30597,6519668.325940095
30598,10046681.502848264
30599,9891168.76495818
30600,5112327.261485272
30601,6324521.497968569
30602,2186347.4433451216
30603,12128561.830493577
30604,4383392.373847736
30605,6727384.5105595505
30606,15634442.062853992
30607,5183081.942771743
30608,9456204.566879619
30609,6229696.202483971
30610,3251132.514420029
30611,5851076.768679153
30612,7029129.786125832
30613,7763123.975315312
30614,16956235.76337541
30615,6750692.502543347
30616,5928167.8549654465
30617,9224197.685577946
30618,4796900.778380239
30619,4047494.189484966
30620,2875903.7417642386
30621,8634229.029256066
30622,7935681.801495686
30623,5965054.003566933
30624,6866265.084570088
30625,8236551.0476563815
30626,6009594.833459979
30627,6052478.745947158
30628,6475441.24252818
30629,5188324.552514153
30630,4304864.710560686
30631,6715749.75579154
30632,3884191.872258464
30633,5798592.483945664
30634,11874489.994612975
30635,10078993.301797153
30636,5269526.426632083
30637,10132821.758252189
30638,6096950.87519777
30639,7372160.280701515
30640,4730667.74045044
30641,8302075.491336904
30642,6274518.463171488
30643,7380912.722604852
30644,10046681.502848264
30645,6957872.877380207
30646,5300344.184103625
30647,5314297.441746472
30648,24375595.099677272
30649,2712789.7317942246
30650,4757220.881736993
30651,3078395.3317294903
30652,4588154.633043637
30653,7435835.685984893
30654,4968032.423005635
30655,12465695.154913394
30656,3995670.4730501184
30657,5815338.10962502
30658,9606488.984650386
30659,5058883.539179344
30660,8196991.983149733
30661,6999476.770744868
30662,8384754.305035415
30663,15391426.348183418
30664,10982840.839803344
30665,6261259.4675500225
30666,2737588.7013240685
30667,4385396.800476534
30668,8197440.082100116
30669,5134066.389347048
30670,2691080.1264625
30671,6178920.283802698
30672,15110952.897866229
30673,9966681.135549244
30674,9888782.378508829
30675,2298078.067139051
30676,6347091.860933647
30677,4098505.8825315624
30678,16222056.86116898
30679,5158446.724048073
30680,5310761.56918681
30681,2495475.943364316
30682,7995416.636380499
30683,10305566.241272952
30684,4181650.530031564
30685,6788248.267215749
30686,9831494.370420301
30687,5287890.252074825
30688,4851835.671260851
30689,12786704.908621613
30690,25826660.162489545
30691,4620063.683060918
30692,5495482.865616071
30693,10402789.656474406
30694,5133901.715063214
30695,7304643.0157546
30696,6681210.211515198
30697,12749871.518511798
30698,5107724.550103741
30699,5209700.8478592895
30700,5278169.258740185
30701,10047302.939359492
30702,5996131.969117894
30703,4105108.8123245374
30704,12232616.194981974
30705,8106183.037294854
30706,24405051.367008857
30707,3742589.5707810847
30708,13893226.788311645
30709,6199448.524680117
30710,6279567.646777873
30711,5142909.5647143535
30712,4180607.454216277
30713,5506297.948748205
30714,6544035.244074366
30715,4092624.869052846
30716,10253237.110137112
30717,6695144.521572066
30718,6555900.771184547
30719,14079218.113629874
30720,5831233.633771017
30721,3911918.8733598078
30722,6936678.201564114
30723,6612123.7737477105
30724,12695384.408254575
30725,6486684.812959555
30726,10969561.809325611
30727,10245728.504621418
30728,10650927.095024765
30729,3519740.0581200593
30730,5126104.983799732
30731,6548348.564431386
30732,3920085.209975504
30733,9201514.371158428
30734,7276256.495376532
30735,5814676.3890778525
30736,5429553.522598385
30737,5906753.319798967
30738,6073167.551462307
30739,4239935.012557577
30740,7260723.360399552
30741,11577535.320103321
30742,4377195.5128798485
30743,5328224.136478032
30744,9445815.690834293
30745,6592743.84941853
30746,5890188.296630229
30747,14703254.69261802
30748,17748441.0256843
30749,4878516.792913074
30750,6971394.884010318
30751,3671442.2609390896
30752,7276501.790303334
30753,9536601.26729587
30754,5237016.215846536
30755,4733220.836906821
30756,6207810.946086694
30757,5047329.9747324055
30758,10125131.101204127
30759,6358227.073221959
30760,4395807.331971998
30761,9380272.807844847
30762,6961146.555424658
30763,12570254.200027326
30764,6232090.670325817
30765,5213402.246040262
30766,3815293.7592496895
30767,9136147.552100899
30768,4346291.717075697
30769,6171577.640121548
30770,6244488.593572268
30771,3160813.153730318
30772,7544536.416206621
30773,7981434.162992275
30774,5970174.227709617
30775,11746426.942628946
30776,5421572.75804391
30777,6169126.70967866
30778,9474330.9423308
30779,6267975.015891188
30780,7313378.234701839
30781,6847830.688163567
30782,4943139.979373155
30783,5502296.639549723
30784,3854064.7675971887
30785,5380996.759455334
30786,4418803.397864083
30787,6529007.811340276
30788,5653803.57089192
30789,7119731.1314282315
30790,5848014.356892596
30791,10792089.8778979
30792,7408474.373350666
30793,9502638.113757972
30794,12685361.811507467
30795,10111980.741888503
30796,9127404.651397862
30797,15118797.247096445
30798,2954185.973569509
30799,10480469.84856123
30800,13225646.32655604
30801,6463138.5083477115
30802,17787213.151671585
30803,2724528.010888227
30804,3476469.8641917882
30805,14790304.33300976
30806,7277103.761843466
30807,5895640.951332327
30808,10918401.839788608
30809,5308958.39666563
30810,9325597.696176834
30811,4371387.35134018
30812,5261910.899576131
30813,4321572.35595607
30814,2879499.025054067
30815,4073775.1013377416
30816,7604350.7938039405
30817,2201339.018797439
30818,7507322.18014068
30819,6948248.486271171
30820,4855628.959439852
30821,25771287.879815
30822,8427675.243950158
30823,7293273.293057687
30824,3595032.992943723
30825,5216460.599889623
30826,9378614.53970769
30827,5249121.718863904
30828,5419546.94688058
30829,4618219.685028822
30830,9185363.764873661
30831,5775168.043007257
30832,5209894.321333328
30833,5254256.334646089
30834,4217830.242434615
30835,6168856.503164569
30836,6689614.12456743
30837,5585341.515083102
30838,3689213.7281883205
30839,5470217.966554961
30840,11125777.78258262
30841,11366385.187542792
30842,7218279.5412724465
30843,5135212.761376242
30844,6588915.130457558
30845,8904041.403778205
30846,4380839.665932799
30847,5202450.06169625
30848,8690348.343678163
30849,4654474.026545749
30850,4171756.7116786893
30851,5121168.133987215
30852,6691564.398610218
30853,3842334.65628296
30854,5223836.97207291
30855,7079318.629162493
30856,8079298.507319797
30857,2494289.714472458
30858,4472689.174743219
30859,5969925.39773807
30860,5795464.714639567
30861,9308269.618412068
30862,6202373.077478865
30863,5359565.12743114
30864,5774018.706214919
30865,10424291.360374032
30866,6557465.854277799
30867,5379120.640489416
30868,8722295.020520562
30869,5352139.306736101
30870,3246473.4375344166
30871,7526852.847166908
30872,5169256.432826827
30873,4073693.392719132
30874,4258066.762305769
30875,6733741.660287161
30876,5276219.255628254
30877,9021902.93081974
30878,5879261.424357697
30879,9651339.933815282
30880,6474781.706179099
30881,2199388.526132014
30882,9619375.004305197
30883,2837647.152247085
30884,5918760.77066945
30885,4595348.709571703
30886,7552466.692153161
30887,4664422.935364649
30888,4199353.053235768
30889,4912015.204258869
30890,6726007.682382617
30891,3786563.030763516
30892,3820055.5762461503
30893,4480840.237591087
30894,5403211.171280576
30895,4497446.0319044655
30896,6330800.8343692785
30897,6876282.727653317
30898,6884191.446102646
30899,7141171.97198032
30900,3167369.6058940706
30901,6900908.773259625
30902,2261484.6436355948
30903,7232966.038265686
30904,7300996.207910198
30905,5889947.132626556
30906,5558210.218610435
30907,11218962.140412996
30908,3920645.719523753
30909,11832155.192071842
30910,7213189.140518109
30911,3808091.981369004
30912,6633689.336931671
30913,15034145.130451404
30914,5172583.704507972
30915,6434212.479991473
30916,5917795.526881708
30917,7798665.831740821
30918,6268708.345846441
30919,4714492.4021165
30920,4616254.383807014
30921,3984061.332260491
30922,5496255.152313096
30923,3334290.6631547464
30924,5208912.3279914465
30925,14905923.228565373
30926,6812904.0131198745
30927,7528600.634726632
30928,4488190.641506746
30929,5189130.270532463
30930,7211564.015062392
30931,11678590.790079096
30932,4734757.891304003
30933,4284051.085409156
30934,13289958.51885539
30935,6701487.471923339
30936,7243803.120154221
30937,8843722.230185563
30938,4471713.205821209
30939,9055643.8482145
30940,6557536.786131021
30941,6034123.833463523
30942,3520955.263927229
30943,7257209.298759804
30944,5271635.644132171
30945,3595373.846813292
30946,11633940.487353
30947,6437201.404503686
30948,7727274.237650282
30949,6792790.963700613
30950,5669529.64907242
30951,14870478.524890546
30952,7759654.70730448
30953,9805599.23991976
30954,5069363.614582604
30955,6678998.836554508
30956,6985553.618138428
30957,5662749.280939673
30958,23158619.691395506
30959,8025648.540757861
30960,6560699.077856554
30961,7234168.949827783
30962,10416658.397651732
30963,3800980.5873792907
30964,3676043.3791154292
30965,7191605.206786203
30966,13524853.114958161
30967,10159312.714832133
30968,3306488.103670763
30969,3729864.807728321
30970,6135804.101627821
30971,10557508.741779245
30972,3764916.515884384
30973,5380820.780524786
30974,5259868.877801122
30975,7360337.427869653
30976,5512094.526224566
30977,6431624.652874313
30978,7052453.490792861
30979,3119062.4797855774
30980,7017028.482916698
30981,5853550.045012689
30982,6972138.224398063
30983,4116844.9246030357
30984,5918760.77066945
30985,3801863.5473930556
30986,10189476.446682526
30987,7859442.222368207
30988,6096282.760483013
30989,7482903.621984817
30990,13224307.124369934
30991,7554344.82394223
30992,2802374.9627935463
30993,6907629.744236536
30994,5163194.718302069
30995,6306505.186748051
30996,5921560.433713163
30997,7437002.0434621135
30998,4782386.5540927965
30999,6054292.127611155
31000,7095548.110833638
31001,6528474.652148843
31002,9067757.82278759
31003,8200279.518898688
31004,4389999.240101893
31005,3018685.4663931937
31006,7385451.197011547
31007,4358580.395189822
31008,5331096.624294968
31009,5822922.439491936
31010,5920022.072677106
31011,4385157.258654773
31012,6197748.23552535
31013,7226040.695338927
31014,11607782.188810986
31015,6821822.223092554
31016,4387212.046591297
31017,9984378.145411184
31018,4712035.295236712
31019,4572197.4372017905
31020,6697568.5970248515
31021,11936348.253358152
31022,21689326.12328376
31023,10138210.301342899
31024,4782527.528821769
31025,6476502.166091041
31026,5947563.894084005
31027,4584564.05009078
31028,3145944.4640043806
31029,6502523.069279009
31030,7032632.527157117
31031,8222578.351559158
31032,9902517.508079855
31033,7550880.913661432
31034,7174249.446784759
31035,10409423.110416211
31036,6186141.7212294
31037,26287935.52051258
31038,4389544.877840528
31039,8803209.696882676
31040,5803389.495918998
31041,4401062.410961325
31042,3283214.676134544
31043,5873374.751659985
31044,7221687.230914185
31045,7371340.856782686
31046,14442877.461285213
31047,6627187.016137613
31048,5688789.185840784
31049,4719355.82658266
31050,7760240.411189639
31051,6792180.906182743
31052,4073080.0374303013
31053,16048463.412131099
31054,6451511.541734581
31055,5210913.624784533
31056,11997085.343202552
31057,5449045.635004388
31058,6713723.781633749
31059,2988700.613117789
31060,7379334.337236681
31061,6598493.353430425
31062,6483009.511533226
31063,3532310.3794074724
31064,5311924.685071722
31065,8025041.063618216
31066,4515250.706773281
31067,7216783.251357906
31068,4272623.736367875
31069,4687617.039704277
31070,4988807.332141334
31071,3077380.960069356
31072,7763360.7457369175
31073,2199388.526132014
31074,7179662.006347684
31075,6871747.774735479
31076,5657066.971951346
31077,5873765.714447784
31078,4380571.560162853
31079,5427267.955358596
31080,6546744.585335926
31081,2846569.527396356
31082,10261242.563548708
31083,5308958.39666563
31084,9983660.5285349
31085,11226171.765248535
31086,4062681.5534726423
31087,4534182.993121042
31088,6278043.83435412
31089,5607490.118023081
31090,37369089.034608476
31091,3066923.551766499
31092,7281543.992832848
31093,6261259.4675500225
31094,5867944.912699913
31095,4873594.421858857
31096,18397348.738461263
31097,8264221.77033046
31098,10896086.79428434
31099,16040919.947785402
31100,4473806.991049552
31101,4190365.8440008354
31102,5583858.069802295
31103,9581494.846955266
31104,4608254.028901372
31105,8009264.790034529
31106,4607603.09648607
31107,6783305.1984999925
31108,6574494.654226915
31109,5731277.799016587
31110,9792833.100713804
31111,9536148.602224208
31112,5956754.9141596835
31113,3648562.3795795175
31114,4142530.7420399287
31115,5792712.131915599
31116,5345985.293591379
31117,5599586.7480118
31118,4065650.5184282707
31119,2985878.859613256
31120,5045870.049469688
31121,5997341.596546135
31122,6160891.7392085
31123,5350493.667180926
31124,5113454.848202165
31125,11588663.90126855
31126,17369443.439795103
31127,5866138.922954876
31128,5555360.887332164
31129,5871745.683250512
31130,12261637.496348979
31131,6991782.803753223
31132,8820310.173070798
31133,10714208.67246894
31134,5284288.591704307
31135,9084294.008951494
31136,7836646.101618
31137,4457002.269885806
31138,6926920.377091849
31139,3899093.6654396392
31140,6025956.1296330625
31141,5638632.592854314
31142,10067453.22522038
31143,5303741.764266063
31144,4058464.0162043273
31145,5295599.198810378
31146,4658290.802791089
31147,10326405.220444184
31148,6197974.551023553
31149,2285629.05884427
31150,8597867.163415711
31151,3795646.1559051005
31152,8055266.282903998
31153,5561614.432657387
31154,15780758.343782151
31155,6156758.195347981
31156,7449302.043223878
31157,4136915.3023932483
31158,8015790.285478978
31159,6428846.822993612
31160,4995618.099135543
31161,3673963.0661143954
31162,4686835.564453617
31163,5472990.599686049
31164,6249882.889043799
31165,6066828.543416802
31166,5896607.528838719
31167,7248906.441773074
31168,10127164.860629242
31169,6101623.4060287895
31170,5143385.619206413
31171,11153868.210343199
31172,5510794.401989648
31173,10247265.863835432
31174,8283973.11239308
31175,17330443.612440344
31176,5181279.991386827
31177,8453391.672902163
31178,4322828.597321414
31179,4236620.469204917
31180,4211261.144584292
