id,price_doc
30474,5273982.872476263
30475,8311009.150127594
30476,5210416.617695848
30477,5700401.7905640965
30478,5010855.335455832
30479,9197203.635018623
30480,4169348.422482632
30481,4242174.8091152385
30482,4482539.681546491
30483,4817936.671517251
30484,6212903.860405818
30485,4838894.831952479
30486,3544179.616201053
30487,4448269.139432304
30488,6344096.725142784
30489,5791985.603560766
30490,22863675.232295103
30491,17528719.454611424
30492,6045113.534992799
30493,13095933.896446526
30494,6926843.201664183
30495,10088529.21362616
30496,8497818.592949469
30497,8057891.900433405
30498,4195212.888188241
30499,8022270.408789008
30500,11600531.924259927
30501,6789056.828723066
30502,3133246.1109325145
30503,5991297.675898533
30504,5957656.790789119
30505,11144060.911724295
30506,2978751.7936837994
30507,4804720.750506815
30508,5188091.007694537
30509,7738612.08757094
30510,9384989.140049387
30511,6467154.47157912
30512,6130681.909666665
30513,4111086.651886279
30514,3213829.470697594
30515,9877535.606008535
30516,5584324.4719360005
30517,11217268.397812493
30518,7145573.2789886
30519,4618796.301536745
30520,7193185.086099097
30521,5842343.05622431
30522,7360026.777508489
30523,6409855.674638465
30524,9530301.536445523
30525,8787017.272716686
30526,4813956.375205385
30527,4974263.259673261
30528,6853543.722846133
30529,6306075.659486416
30530,6069976.617251685
30531,14858528.11881559
30532,4660714.254267118
30533,10475787.407430656
30534,6743686.301773369
30535,9425963.574456543
30536,5549078.7871869635
30537,11383628.590597862
30538,4924576.612558723
30539,8195023.124721992
30540,9779782.129507147
30541,5787384.957574951
30542,2271205.7906481274
30543,5690460.507336844
30544,6997112.655538582
30545,8073792.497586355
30546,4017105.187548407
30547,10570553.807714067
30548,4531642.102415921
30549,5217963.982182862
30550,13452784.535532229
30551,5025397.595207898
30552,1986170.1075685637
30553,7188343.048248606
30554,11088887.200854601
30555,5926880.296837697
30556,9208081.606587812
30557,7890896.082305135
30558,8304331.069785461
30559,6130037.49988447
30560,5835585.24728964
30561,6976585.294574752
30562,12252202.675364634
30563,4561209.772607891
30564,7143970.619760871
30565,7170087.114680002
30566,7258153.188702866
30567,2238778.024680734
30568,10019488.659530547
30569,10757578.09180487
30570,6392414.556559665
30571,7843047.0002243025
30572,4793705.475101918
30573,6239241.87600445
30574,6128723.19867768
30575,7067040.32121271
30576,4847069.424214292
30577,4058880.059173726
30578,2995872.3873738926
30579,7405123.291165798
30580,4717521.28568996
30581,5090958.866911219
30582,11690332.30526068
30583,7095134.46359679
30584,4401153.815509549
30585,2741363.867970834
30586,9394472.939042352
30587,5814683.601217784
30588,7185175.673254576
30589,7693651.008837617
30590,12241387.28778964
30591,4966211.542884467
30592,7001267.951860314
30593,7822923.075698671
30594,6031500.021016717
30595,5379970.879997385
30596,6555929.765924866
30597,6235908.966469437
30598,9728468.020490859
30599,8536199.617743302
30600,4696453.43920873
30601,5981710.714497898
30602,2142392.1076239794
30603,11915102.072360205
30604,4702085.975606093
30605,6470490.812908855
30606,19252585.75889275
30607,6012610.47024345
30608,9116835.50628248
30609,5879437.821804246
30610,3051930.641519268
30611,5204628.912107804
30612,7284729.379821935
30613,9132049.587107891
